id,c_date,campaign_name,category,campaign_id,impressions, mark_spent ,clicks,leads,orders,Conversion Rate, revenue ,Profit,CPC,CTR,,
287,3/27/21,facebook_tier1,social,349043,214200," $5,597.74 ",256,10,1,10.00%," $3,669 "," $(1,929)",,,,
288,3/27/21,facebOOK_tier2,social,348934,59976," $2,610.64 ",338,11,0,0.00%, $-   ," $(2,611)",,,,
289,3/27/21,google_hot,search,89459845,4345," $1,994.16 ",98,2,0,0.00%, $-   ," $(1,994)",,,,
290,3/27/21,google_wide,search,127823,37372," $1,614.43 ",246,4,0,0.00%, $-   ," $(1,614)",,,,
291,3/27/21,youtube_blogger,influencer,10934,43719," $6,853.31 ",481,15,2,13.33%," $23,755 "," $16,902 ",,,,
292,3/27/21,instagram_tier1,social,9034945,46072," $1,507.26 ",221,6,0,0.00%," $6,083 "," $4,576 ",,,,
293,3/27/21,instagram_tier2,social,983498,72565, $257.45 ,565,3,0,0.00%, $-   , $(257),,,,
294,3/27/21,facebook_retargeting,social,4387490,798, $213.58 ,23,0,0,0.00%, $-   , $(214),,,,
295,3/27/21,facebook_lal,social,544756,12550," $3,523.62 ",101,1,0,0.00%, $-   ," $(3,524)",,,,
296,3/27/21,instagram_blogger,influencer,374754,21752," $3,735.05 ",339,5,0,0.00%," $5,485 "," $1,750 ",,,,
297,3/27/21,banner_partner,media,39889,170807," $2,852.43 ",484,9,1,11.11%," $3,367 ", $515 ,,,,
298,3/28/21,facebook_tier1,social,349043,97305," $5,943.69 ",543,11,0,0.00%," $4,453 "," $(1,491)",,,,
299,3/28/21,facebOOK_tier2,social,348934,150471," $7,561.83 ",531,13,1,7.69%," $5,956 "," $(1,606)",,,,
300,3/28/21,google_hot,search,89459845,10653," $2,922.28 ",163,5,1,20.00%," $10,217 "," $7,295 ",,,,
301,3/28/21,google_wide,search,127823,63706, $402.40 ,437,0,0,0.00%, $-   , $(402),,,,
302,3/28/21,youtube_blogger,influencer,10934,127611," $8,691.77 ",923,19,5,26.32%," $40,363 "," $31,671 ",,,,
303,3/28/21,instagram_tier1,social,9034945,57843," $4,687.20 ",643,13,1,7.69%," $5,259 ", $572 ,,,,
304,3/28/21,instagram_tier2,social,983498,695234, $779.61 ,932,3,0,0.00%, $-   , $(780),,,,
305,3/28/21,facebook_retargeting,social,4387490,1650, $198.36 ,58,0,0,0.00%, $-   , $(198),,,,
306,3/28/21,facebook_lal,social,544756,28992," $5,922.94 ",222,5,0,0.00%," $1,298 "," $(4,625)",,,,
307,3/28/21,instagram_blogger,influencer,374754,110604," $3,938.36 ",647,14,0,0.00%," $4,302 ", $364 ,,,,
308,3/28/21,banner_partner,media,39889,9472495," $6,022.77 ",719,17,2,11.76%," $8,028 "," $2,005 ",,,,
1,4/1/21,facebook_tier1,social,349043,155814," $7,375.82 ",1193,12,0,0.00%," $4,203 "," $(3,173)",,,,
2,4/1/21,facebOOK_tier2,social,348934,185145," $15,755.20 ",1907,42,3,7.14%," $17,728 "," $1,973 ",,,,
3,4/1/21,google_hot,search,89459845,24403," $5,499.83 ",461,9,0,0.00%," $7,334 "," $1,834 ",,,,
4,4/1/21,google_wide,search,127823,174548," $5,476.13 ",1388,22,1,4.55%," $2,454 "," $(3,022)",,,,
5,4/1/21,youtube_blogger,influencer,10934,226645," $24,759.46 ",2160,50,10,20.00%," $94,503 "," $69,744 ",,,,
6,4/1/21,instagram_tier1,social,9034945,521761," $9,010.01 ",1384,22,2,9.09%," $17,201 "," $8,191 ",,,,
7,4/1/21,instagram_tier2,social,983498,553255," $3,560.66 ",2764,106,1,0.94%," $2,006 "," $(1,555)",,,,
8,4/1/21,facebook_retargeting,social,4387490,6617," $1,081.81 ",124,2,1,50.00%," $4,545 "," $3,463 ",,,,
9,4/1/21,facebook_lal,social,544756,65008," $20,079.68 ",557,16,1,6.25%," $4,570 "," $(15,510)",,,,
10,4/1/21,instagram_blogger,influencer,374754,107771," $20,131.69 ",1443,48,7,14.58%," $31,811 "," $11,679 ",,,,
11,4/1/21,banner_partner,media,39889,17845842, $944.14 ,2477,3,0,0.00%, $-   , $(944),,,,
12,4/2/21,facebook_tier1,social,349043,449707," $15,811.67 ",2863,56,4,7.14%," $18,655 "," $2,843 ",,,,
13,4/2/21,facebOOK_tier2,social,348934,815801," $2,342.22 ",3600,8,0,0.00%, $-   ," $(2,342)",,,,
14,4/2/21,google_hot,search,89459845,50303," $10,913.17 ",821,14,2,14.29%," $23,569 "," $12,656 ",,,,
15,4/2/21,google_wide,search,127823,297325," $15,340.15 ",2578,35,3,8.57%," $10,959 "," $(4,381)",,,,
16,4/2/21,youtube_blogger,influencer,10934,479568," $41,152.79 ",4560,68,18,26.47%," $137,895 "," $96,742 ",,,,
17,4/2/21,instagram_tier1,social,9034945,459437," $27,680.30 ",3140,43,10,23.26%," $42,993 "," $15,313 ",,,,
18,4/2/21,instagram_tier2,social,983498,1011380," $1,674.14 ",4483,12,0,0.00%, $-   ," $(1,674)",,,,
19,4/2/21,facebook_retargeting,social,4387490,11050, $162.25 ,299,0,0,0.00%, $-   , $(162),,,,
20,4/2/21,facebook_lal,social,544756,127777," $10,141.45 ",1305,5,0,0.00%," $1,075 "," $(9,066)",,,,
21,4/2/21,instagram_blogger,influencer,374754,250450," $12,875.59 ",2449,20,2,10.00%," $12,607 ", $(269),,,,
22,4/2/21,banner_partner,media,39889,47373078," $38,667.80 ",4933,92,10,10.87%," $44,353 "," $5,685 ",,,,
23,4/3/21,facebook_tier1,social,349043,1853320," $60,562.73 ",8426,132,14,10.61%," $73,055 "," $12,492 ",,,,
24,4/3/21,facebOOK_tier2,social,348934,1130029," $81,579.32 ",11119,268,14,5.22%," $67,348 "," $(14,231)",,,,
25,4/3/21,google_hot,search,89459845,140432," $90,917.18 ",3225,94,18,19.15%," $109,038 "," $18,121 ",,,,
26,4/3/21,google_wide,search,127823,3844412," $49,205.96 ",8056,156,13,8.33%," $40,634 "," $(8,572)",,,,
27,4/3/21,youtube_blogger,influencer,10934,874178," $179,742.26 ",14227,456,81,17.76%," $780,106 "," $600,364 ",,,,
28,4/3/21,instagram_tier1,social,9034945,1598729," $67,660.34 ",9261,187,17,9.09%," $91,196 "," $23,536 ",,,,
29,4/3/21,instagram_tier2,social,983498,3575494," $88,155.40 ",14407,546,32,5.86%," $101,991 "," $13,836 ",,,,
30,4/3/21,facebook_retargeting,social,4387490,31159," $5,290.76 ",847,21,3,14.29%," $26,130 "," $20,839 ",,,,
31,4/3/21,facebook_lal,social,544756,259829," $69,281.97 ",3367,76,7,9.21%," $5,779 "," $(63,503)",,,,
32,4/3/21,instagram_blogger,influencer,374754,600214," $162,523.82 ",7583,397,41,10.33%," $287,103 "," $124,579 ",,,,
33,4/3/21,banner_partner,media,39889,134157683," $31,150.76 ",14298,76,13,17.11%," $61,769 "," $30,618 ",,,,
34,4/4/21,facebook_tier1,social,349043,2952903," $193,156.01 ",9687,172,35,20.35%," $156,571 "," $(36,585)",,,,
35,4/4/21,facebOOK_tier2,social,348934,4257540," $108,958.30 ",15561,134,18,13.43%," $80,447 "," $(28,511)",,,,
36,4/4/21,google_hot,search,89459845,229530," $46,284.80 ",3389,58,9,15.52%," $72,048 "," $25,763 ",,,,
37,4/4/21,google_wide,search,127823,1723449," $67,213.05 ",10324,268,14,5.22%," $48,579 "," $(18,634)",,,,
38,4/4/21,youtube_blogger,influencer,10934,1838086," $155,395.75 ",19309,399,77,19.30%," $613,914 "," $458,518 ",,,,
39,4/4/21,instagram_tier1,social,9034945,1164705," $90,314.76 ",8939,230,27,11.74%," $161,528 "," $71,213 ",,,,
40,4/4/21,instagram_tier2,social,983498,2931609," $34,867.63 ",17384,456,9,1.97%," $26,363 "," $(8,505)",,,,
41,4/4/21,facebook_retargeting,social,4387490,41478, $713.13 ,1100,3,1,33.33%," $5,202 "," $4,489 ",,,,
42,4/4/21,facebook_lal,social,544756,502733," $125,064.66 ",4730,83,12,14.46%," $6,979 "," $(118,086)",,,,
43,4/4/21,instagram_blogger,influencer,374754,1355212," $147,469.69 ",14279,264,43,16.29%," $263,519 "," $116,049 ",,,,
44,4/4/21,banner_partner,media,39889,45351117," $185,438.55 ",19374,270,54,20.00%," $232,842 "," $47,403 ",,,,
45,4/5/21,facebook_tier1,social,349043,3492635," $77,917.28 ",12390,121,14,11.57%," $73,766 "," $(4,151)",,,,
46,4/5/21,facebOOK_tier2,social,348934,3207339," $224,349.87 ",14320,288,44,15.28%," $175,613 "," $(48,737)",,,,
47,4/5/21,google_hot,search,89459845,235460," $99,836.84 ",5014,177,24,13.56%," $205,531 "," $105,694 ",,,,
48,4/5/21,google_wide,search,127823,10665748," $66,561.44 ",14089,113,12,10.62%," $47,252 "," $(19,309)",,,,
49,4/5/21,youtube_blogger,influencer,10934,2157308," $419,582.73 ",18552,726,174,23.97%," $1,142,984 "," $723,401 ",,,,
50,4/5/21,instagram_tier1,social,9034945,7703194," $304,761.30 ",14416,478,60,12.55%," $472,533 "," $167,772 ",,,,
51,4/5/21,instagram_tier2,social,983498,4457588," $15,322.81 ",22113,638,3,0.47%," $7,730 "," $(7,593)",,,,
52,4/5/21,facebook_retargeting,social,4387490,42728," $6,405.63 ",1281,24,5,20.83%," $22,505 "," $16,099 ",,,,
53,4/5/21,facebook_lal,social,544756,518784," $193,381.00 ",7125,105,19,18.10%," $10,741 "," $(182,640)",,,,
54,4/5/21,instagram_blogger,influencer,374754,1959883," $29,290.46 ",13890,49,9,18.37%," $47,648 "," $18,358 ",,,,
55,4/5/21,banner_partner,media,39889,6810794," $487,237.64 ",24813,658,142,21.58%," $549,049 "," $61,811 ",,,,
56,4/6/21,facebook_tier1,social,349043,338280," $39,471.31 ",2325,78,9,11.54%," $51,430 "," $11,959 ",,,,
57,4/6/21,facebOOK_tier2,social,348934,488989," $64,736.58 ",3735,96,8,8.33%," $50,614 "," $(14,123)",,,,
58,4/6/21,google_hot,search,89459845,41507," $5,883.76 ",894,10,1,10.00%," $9,324 "," $3,440 ",,,,
59,4/6/21,google_wide,search,127823,567609," $20,508.01 ",2229,45,6,13.33%," $13,128 "," $(7,380)",,,,
60,4/6/21,youtube_blogger,influencer,10934,439731," $88,186.96 ",4835,156,22,14.10%," $203,971 "," $115,784 ",,,,
61,4/6/21,instagram_tier1,social,9034945,459688," $4,215.06 ",2498,14,0,0.00%," $6,585 "," $2,370 ",,,,
62,4/6/21,instagram_tier2,social,983498,1655581," $14,303.49 ",4994,85,4,4.71%," $12,789 "," $(1,514)",,,,
63,4/6/21,facebook_retargeting,social,4387490,11818," $1,188.58 ",289,5,1,20.00%," $4,814 "," $3,625 ",,,,
64,4/6/21,facebook_lal,social,544756,102299," $25,933.61 ",1186,28,4,14.29%," $7,306 "," $(18,628)",,,,
65,4/6/21,instagram_blogger,influencer,374754,314795," $7,787.26 ",3185,21,2,9.52%," $10,724 "," $2,937 ",,,,
66,4/6/21,banner_partner,media,39889,42229523," $41,278.81 ",3804,79,10,12.66%," $41,418 ", $139 ,,,,
67,4/7/21,facebook_tier1,social,349043,570002," $30,237.08 ",2387,37,5,13.51%," $22,950 "," $(7,287)",,,,
68,4/7/21,facebOOK_tier2,social,348934,562882," $38,109.43 ",2866,62,5,8.06%," $24,095 "," $(14,014)",,,,
69,4/7/21,google_hot,search,89459845,50299," $5,841.16 ",942,18,2,11.11%," $16,819 "," $10,978 ",,,,
70,4/7/21,google_wide,search,127823,1241495," $17,864.71 ",2806,47,4,8.51%," $16,301 "," $(1,564)",,,,
71,4/7/21,youtube_blogger,influencer,10934,801767," $25,543.26 ",3651,90,12,13.33%," $96,555 "," $71,012 ",,,,
72,4/7/21,instagram_tier1,social,9034945,1200519," $36,228.75 ",2993,110,9,8.18%," $55,317 "," $19,088 ",,,,
73,4/7/21,instagram_tier2,social,983498,535842," $6,300.92 ",4329,230,1,0.43%," $4,275 "," $(2,026)",,,,
74,4/7/21,facebook_retargeting,social,4387490,8978," $3,336.49 ",286,5,1,20.00%," $5,474 "," $2,138 ",,,,
75,4/7/21,facebook_lal,social,544756,141531," $8,329.59 ",1234,5,0,0.00%, $929 ," $(7,401)",,,,
76,4/7/21,instagram_blogger,influencer,374754,293813," $50,480.42 ",3576,100,13,13.00%," $55,265 "," $4,785 ",,,,
77,4/7/21,banner_partner,media,39889,3314676," $64,477.25 ",3604,142,24,16.90%," $107,609 "," $43,132 ",,,,
78,4/8/21,facebook_tier1,social,349043,390096," $23,198.81 ",1988,33,5,15.15%," $24,004 ", $805 ,,,,
79,4/8/21,facebOOK_tier2,social,348934,542321," $37,195.97 ",3544,66,4,6.06%," $29,816 "," $(7,380)",,,,
80,4/8/21,google_hot,search,89459845,48995," $7,997.15 ",923,23,1,4.35%," $14,861 "," $6,864 ",,,,
81,4/8/21,google_wide,search,127823,470475," $18,424.71 ",2537,54,5,9.26%," $14,770 "," $(3,655)",,,,
82,4/8/21,youtube_blogger,influencer,10934,623917," $35,050.06 ",3880,84,17,20.24%," $99,938 "," $64,888 ",,,,
83,4/8/21,instagram_tier1,social,9034945,476025, $360.57 ,2266,1,0,0.00%, $-   , $(361),,,,
84,4/8/21,instagram_tier2,social,983498,829352," $2,443.45 ",4203,112,1,0.89%," $2,175 ", $(268),,,,
85,4/8/21,facebook_retargeting,social,4387490,10698," $3,800.83 ",337,10,1,10.00%," $10,395 "," $6,594 ",,,,
86,4/8/21,facebook_lal,social,544756,105129," $35,139.14 ",1304,24,5,20.83%," $5,748 "," $(29,391)",,,,
87,4/8/21,instagram_blogger,influencer,374754,398390," $35,512.99 ",3529,54,7,12.96%," $48,444 "," $12,931 ",,,,
88,4/8/21,banner_partner,media,39889,2488697," $35,583.69 ",3625,74,8,10.81%," $45,630 "," $10,046 ",,,,
89,4/9/21,facebook_tier1,social,349043,488983," $46,174.00 ",2110,78,7,8.97%," $35,954 "," $(10,220)",,,,
90,4/9/21,facebOOK_tier2,social,348934,557829," $62,144.45 ",2747,113,10,8.85%," $55,411 "," $(6,733)",,,,
91,4/9/21,google_hot,search,89459845,45947," $3,446.24 ",1040,5,1,20.00%," $6,567 "," $3,121 ",,,,
92,4/9/21,google_wide,search,127823,442442," $19,933.98 ",2109,54,4,7.41%," $17,649 "," $(2,285)",,,,
93,4/9/21,youtube_blogger,influencer,10934,492527," $27,401.41 ",3608,98,17,17.35%," $139,965 "," $112,564 ",,,,
94,4/9/21,instagram_tier1,social,9034945,818394," $9,999.40 ",2999,17,2,11.76%," $23,156 "," $13,157 ",,,,
95,4/9/21,instagram_tier2,social,983498,1214340," $6,259.34 ",4695,114,3,2.63%," $4,906 "," $(1,353)",,,,
96,4/9/21,facebook_retargeting,social,4387490,9525," $2,003.61 ",294,6,1,16.67%," $4,680 "," $2,676 ",,,,
97,4/9/21,facebook_lal,social,544756,206668," $24,545.43 ",1291,20,3,15.00%," $2,944 "," $(21,601)",,,,
98,4/9/21,instagram_blogger,influencer,374754,308844," $66,183.48 ",3526,105,17,16.19%," $77,352 "," $11,169 ",,,,
99,4/9/21,banner_partner,media,39889,3228125," $40,746.49 ",4491,75,14,18.67%," $43,281 "," $2,535 ",,,,
100,4/10/21,facebook_tier1,social,349043,906136," $37,788.60 ",5164,76,8,10.53%," $47,213 "," $9,424 ",,,,
101,4/10/21,facebOOK_tier2,social,348934,770259," $48,822.23 ",6588,157,7,4.46%," $34,694 "," $(14,128)",,,,
102,4/10/21,google_hot,search,89459845,116392," $57,203.77 ",1710,63,10,15.87%," $96,028 "," $38,824 ",,,,
103,4/10/21,google_wide,search,127823,670773," $54,839.63 ",4699,126,22,17.46%," $49,712 "," $(5,128)",,,,
104,4/10/21,youtube_blogger,influencer,10934,1524872," $20,216.00 ",9114,82,17,20.73%," $118,537 "," $98,321 ",,,,
105,4/10/21,instagram_tier1,social,9034945,3872817," $33,307.08 ",4519,203,15,7.39%," $94,979 "," $61,672 ",,,,
106,4/10/21,instagram_tier2,social,983498,2057845," $16,156.32 ",9681,342,3,0.88%," $6,978 "," $(9,178)",,,,
107,4/10/21,facebook_retargeting,social,4387490,17781," $14,783.72 ",662,25,5,20.00%," $29,650 "," $14,866 ",,,,
108,4/10/21,facebook_lal,social,544756,321959," $144,576.02 ",2506,92,16,17.39%," $11,949 "," $(132,627)",,,,
109,4/10/21,instagram_blogger,influencer,374754,456020," $143,369.39 ",5954,184,30,16.30%," $127,832 "," $(15,537)",,,,
110,4/10/21,banner_partner,media,39889,4344319," $167,590.20 ",8635,324,67,20.68%," $167,988 ", $398 ,,,,
111,4/11/21,facebook_tier1,social,349043,1234021," $87,560.43 ",7882,141,21,14.89%," $95,349 "," $7,789 ",,,,
112,4/11/21,facebOOK_tier2,social,348934,4050739," $177,863.82 ",9444,255,23,9.02%," $155,007 "," $(22,857)",,,,
113,4/11/21,google_hot,search,89459845,153277," $21,732.83 ",2538,48,5,10.42%," $52,682 "," $30,949 ",,,,
114,4/11/21,google_wide,search,127823,1439399," $56,593.49 ",8116,149,15,10.07%," $40,246 "," $(16,347)",,,,
115,4/11/21,youtube_blogger,influencer,10934,1039156," $195,603.50 ",13725,450,108,24.00%," $960,286 "," $764,683 ",,,,
116,4/11/21,instagram_tier1,social,9034945,2107556, $333.91 ,7936,1,0,0.00%, $-   , $(334),,,,
117,4/11/21,instagram_tier2,social,983498,2594477," $4,694.17 ",13905,120,1,0.83%," $2,544 "," $(2,150)",,,,
118,4/11/21,facebook_retargeting,social,4387490,27317," $16,074.58 ",765,31,6,19.35%," $32,086 "," $16,011 ",,,,
119,4/11/21,facebook_lal,social,544756,359659," $6,050.48 ",3904,5,0,0.00%, $666 ," $(5,384)",,,,
120,4/11/21,instagram_blogger,influencer,374754,993403," $121,571.47 ",7357,188,27,14.36%," $156,049 "," $34,478 ",,,,
121,4/11/21,banner_partner,media,39889,4111113," $178,099.43 ",11817,411,64,15.57%," $238,912 "," $60,813 ",,,,
122,4/12/21,facebook_tier1,social,349043,2052535," $118,148.70 ",9788,203,27,13.30%," $81,234 "," $(36,915)",,,,
123,4/12/21,facebOOK_tier2,social,348934,2451021," $172,376.98 ",14191,371,28,7.55%," $190,589 "," $18,212 ",,,,
124,4/12/21,google_hot,search,89459845,169376," $56,358.70 ",4261,60,16,26.67%," $109,443 "," $53,084 ",,,,
125,4/12/21,google_wide,search,127823,1554434," $100,724.32 ",10425,222,17,7.66%," $51,890 "," $(48,834)",,,,
126,4/12/21,youtube_blogger,influencer,10934,1451066," $141,398.59 ",14480,347,58,16.71%," $523,070 "," $381,671 ",,,,
127,4/12/21,instagram_tier1,social,9034945,3330767," $25,946.28 ",10503,135,7,5.19%," $55,543 "," $29,597 ",,,,
128,4/12/21,instagram_tier2,social,983498,7852276," $48,873.94 ",23876,480,13,2.71%," $27,498 "," $(21,376)",,,,
129,4/12/21,facebook_retargeting,social,4387490,36757," $9,616.19 ",1368,28,7,25.00%," $35,183 "," $25,567 ",,,,
130,4/12/21,facebook_lal,social,544756,502449," $49,565.77 ",3955,35,5,14.29%," $5,986 "," $(43,580)",,,,
131,4/12/21,instagram_blogger,influencer,374754,1430258," $299,469.89 ",12552,341,84,24.63%," $355,459 "," $55,989 ",,,,
132,4/12/21,banner_partner,media,39889,10002127," $140,103.45 ",17944,326,44,13.50%," $167,339 "," $27,236 ",,,,
133,4/13/21,facebook_tier1,social,349043,1655201," $266,232.62 ",12156,401,49,12.22%," $328,223 "," $61,990 ",,,,
134,4/13/21,facebOOK_tier2,social,348934,2276865," $373,833.07 ",18900,686,48,7.00%," $262,716 "," $(111,117)",,,,
135,4/13/21,google_hot,search,89459845,262284," $73,593.98 ",3655,97,18,18.56%," $130,800 "," $57,206 ",,,,
136,4/13/21,google_wide,search,127823,2781592," $233,950.93 ",12382,376,66,17.55%," $103,407 "," $(130,544)",,,,
137,4/13/21,youtube_blogger,influencer,10934,2665736," $174,691.60 ",24511,741,171,23.08%," $1,194,378 "," $1,019,686 ",,,,
138,4/13/21,instagram_tier1,social,9034945,2610659," $80,024.85 ",12564,202,27,13.37%," $202,924 "," $122,899 ",,,,
139,4/13/21,instagram_tier2,social,983498,5485262," $18,051.79 ",23948,513,5,0.97%," $10,503 "," $(7,549)",,,,
140,4/13/21,facebook_retargeting,social,4387490,59329," $9,203.82 ",1796,16,3,18.75%," $21,191 "," $11,987 ",,,,
141,4/13/21,facebook_lal,social,544756,586486," $204,103.47 ",5811,145,16,11.03%," $21,168 "," $(182,935)",,,,
142,4/13/21,instagram_blogger,influencer,374754,1339389," $29,470.25 ",16812,57,8,14.04%," $37,401 "," $7,931 ",,,,
143,4/13/21,banner_partner,media,39889,16171715," $383,853.28 ",22018,811,138,17.02%," $382,763 "," $(1,090)",,,,
144,4/14/21,facebook_tier1,social,349043,2717712," $51,937.30 ",12710,129,14,10.85%," $57,561 "," $5,624 ",,,,
145,4/14/21,facebOOK_tier2,social,348934,7428161," $222,848.37 ",16311,321,26,8.10%," $155,818 "," $(67,030)",,,,
146,4/14/21,google_hot,search,89459845,249459," $52,614.75 ",5630,104,11,10.58%," $94,639 "," $42,024 ",,,,
147,4/14/21,google_wide,search,127823,3464748," $205,262.44 ",12837,524,38,7.25%," $86,626 "," $(118,636)",,,,
148,4/14/21,youtube_blogger,influencer,10934,2702154," $198,407.43 ",26187,600,89,14.83%," $760,375 "," $561,968 ",,,,
149,4/14/21,instagram_tier1,social,9034945,3083735," $358,640.67 ",16267,582,60,10.31%," $339,357 "," $(19,284)",,,,
150,4/14/21,instagram_tier2,social,983498,4343873," $212,909.16 ",27159,1035,55,5.31%," $97,746 "," $(115,163)",,,,
151,4/14/21,facebook_retargeting,social,4387490,61876," $5,033.42 ",1645,9,1,11.11%," $8,939 "," $3,906 ",,,,
152,4/14/21,facebook_lal,social,544756,539560," $170,738.77 ",8456,138,17,12.32%," $12,508 "," $(158,231)",,,,
153,4/14/21,instagram_blogger,influencer,374754,2035271," $166,734.55 ",20645,415,62,14.94%," $267,193 "," $100,458 ",,,,
154,4/14/21,banner_partner,media,39889,6964487," $244,865.00 ",21626,522,81,15.52%," $215,354 "," $(29,511)",,,,
155,4/15/21,facebook_tier1,social,349043,3338472," $178,160.43 ",17157,293,25,8.53%," $143,615 "," $(34,545)",,,,
156,4/15/21,facebOOK_tier2,social,348934,3788556," $570,457.78 ",26048,562,89,15.84%," $401,687 "," $(168,771)",,,,
157,4/15/21,google_hot,search,89459845,344014," $81,791.20 ",7412,110,19,17.27%," $112,540 "," $30,749 ",,,,
158,4/15/21,google_wide,search,127823,3810023," $143,122.77 ",17925,365,31,8.49%," $96,996 "," $(46,127)",,,,
159,4/15/21,youtube_blogger,influencer,10934,2525820," $173,074.38 ",30673,718,79,11.00%," $798,428 "," $625,354 ",,,,
160,4/15/21,instagram_tier1,social,9034945,3683471," $136,762.01 ",16390,371,51,13.75%," $275,743 "," $138,981 ",,,,
161,4/15/21,instagram_tier2,social,983498,7520267," $31,431.60 ",32691,883,9,1.02%," $18,645 "," $(12,787)",,,,
162,4/15/21,facebook_retargeting,social,4387490,73029," $12,832.31 ",1723,23,4,17.39%," $26,923 "," $14,091 ",,,,
163,4/15/21,facebook_lal,social,544756,1276172," $5,882.33 ",7940,4,0,0.00%, $641 ," $(5,241)",,,,
164,4/15/21,instagram_blogger,influencer,374754,2400203," $68,780.51 ",23183,113,27,23.89%," $95,555 "," $26,774 ",,,,
165,4/15/21,banner_partner,media,39889,9506312," $552,497.06 ",33916,1129,152,13.46%," $898,772 "," $346,275 ",,,,
166,4/16/21,facebook_tier1,social,349043,4555280," $455,354.43 ",15851,376,67,17.82%," $368,673 "," $(86,681)",,,,
167,4/16/21,facebOOK_tier2,social,348934,5690565," $527,990.60 ",23505,742,81,10.92%," $417,417 "," $(110,574)",,,,
168,4/16/21,google_hot,search,89459845,384794," $89,326.01 ",8592,151,21,13.91%," $168,750 "," $79,424 ",,,,
169,4/16/21,google_wide,search,127823,3823404," $296,553.77 ",18922,593,69,11.64%," $175,732 "," $(120,822)",,,,
170,4/16/21,youtube_blogger,influencer,10934,3640158," $207,383.16 ",40716,745,144,19.33%," $970,176 "," $762,793 ",,,,
171,4/16/21,instagram_tier1,social,9034945,3629797," $167,068.39 ",21804,440,32,7.27%," $184,067 "," $16,999 ",,,,
172,4/16/21,instagram_tier2,social,983498,18032275," $117,104.15 ",39068,905,21,2.32%," $35,694 "," $(81,410)",,,,
173,4/16/21,facebook_retargeting,social,4387490,86633," $28,786.40 ",2101,39,10,25.64%," $59,816 "," $31,030 ",,,,
174,4/16/21,facebook_lal,social,544756,1295352," $380,859.15 ",7697,305,44,14.43%," $23,519 "," $(357,340)",,,,
175,4/16/21,instagram_blogger,influencer,374754,4340980," $628,639.37 ",28416,739,186,25.17%," $986,563 "," $357,924 ",,,,
176,4/16/21,banner_partner,media,39889,62802618," $233,222.92 ",36408,444,70,15.77%," $221,853 "," $(11,370)",,,,
177,4/17/21,facebook_tier1,social,349043,3727318," $549,341.36 ",19161,660,93,14.09%," $365,691 "," $(183,650)",,,,
178,4/17/21,facebOOK_tier2,social,348934,5665469," $384,340.73 ",33769,483,51,10.56%," $298,947 "," $(85,394)",,,,
179,4/17/21,google_hot,search,89459845,415861," $130,555.62 ",7347,176,35,19.89%," $265,598 "," $135,042 ",,,,
180,4/17/21,google_wide,search,127823,4620154," $144,617.76 ",23032,519,39,7.51%," $148,180 "," $3,562 ",,,,
181,4/17/21,youtube_blogger,influencer,10934,3720382," $426,253.20 ",33887,797,172,21.58%," $1,131,460 "," $705,207 ",,,,
182,4/17/21,instagram_tier1,social,9034945,5640790," $281,257.59 ",19510,720,74,10.28%," $516,556 "," $235,298 ",,,,
183,4/17/21,instagram_tier2,social,983498,32475726," $168,676.24 ",43395,1105,37,3.35%," $125,754 "," $(42,922)",,,,
184,4/17/21,facebook_retargeting,social,4387490,77589," $26,861.98 ",2885,44,10,22.73%," $50,604 "," $23,742 ",,,,
185,4/17/21,facebook_lal,social,544756,1207960," $349,386.42 ",9793,249,35,14.06%," $31,522 "," $(317,864)",,,,
186,4/17/21,instagram_blogger,influencer,374754,2901482," $436,930.80 ",22412,719,131,18.22%," $645,067 "," $208,136 ",,,,
187,4/17/21,banner_partner,media,39889,14409975," $445,649.71 ",40016,643,134,20.84%," $566,743 "," $121,093 ",,,,
188,4/18/21,facebook_tier1,social,349043,5514623," $28,983.57 ",23395,65,4,6.15%," $22,842 "," $(6,142)",,,,
189,4/18/21,facebOOK_tier2,social,348934,4357891," $447,199.57 ",32627,1461,52,3.56%," $212,424 "," $(234,776)",,,,
190,4/18/21,google_hot,search,89459845,452046," $102,637.98 ",10762,170,24,14.12%," $233,821 "," $131,183 ",,,,
191,4/18/21,google_wide,search,127823,9432162," $225,119.18 ",23264,523,38,7.27%," $87,704 "," $(137,415)",,,,
192,4/18/21,youtube_blogger,influencer,10934,4395089," $70,021.61 ",52901,161,25,15.53%," $247,865 "," $177,843 ",,,,
193,4/18/21,instagram_tier1,social,9034945,9057235," $289,217.44 ",31106,537,68,12.66%," $466,848 "," $177,631 ",,,,
194,4/18/21,instagram_tier2,social,983498,13320255," $47,797.95 ",56329,1174,17,1.45%," $39,846 "," $(7,952)",,,,
195,4/18/21,facebook_retargeting,social,4387490,78896," $19,134.34 ",2917,24,6,25.00%," $32,346 "," $13,212 ",,,,
196,4/18/21,facebook_lal,social,544756,1347871," $181,883.64 ",10418,152,16,10.53%," $16,685 "," $(165,199)",,,,
197,4/18/21,instagram_blogger,influencer,374754,2461365," $488,066.18 ",29169,1237,139,11.24%," $648,023 "," $159,957 ",,,,
198,4/18/21,banner_partner,media,39889,408183787," $319,606.37 ",49964,898,103,11.47%," $543,744 "," $224,138 ",,,,
199,4/19/21,facebook_tier1,social,349043,12848561," $54,637.73 ",27202,76,10,13.16%," $51,279 "," $(3,359)",,,,
